time,phoneme,F1,F2,F3
20.322388863094922,,1040.3718340196112,2166.9208409064413,2660.383353371377
40.71601359893526,a,534.5073164579358,1584.7574901178184,2112.556394870188
41.28542655393575,,549.5143050447098,1699.6693623951471,2680.2272660610197
41.851133596481276,a,580.0759315693247,1589.326500104169,2237.1462744536034
42.34696191549101,,856.4235832056867,1948.5412469857683,2905.9662075583697
42.83651077172982,a,570.8522538369119,1569.1543524677131,2989.403294633419
55.014263084273246,,411.8242949843494,1277.4264307151752,2435.9294373761763
67.17269023147091,ɔ,425.00061821033364,1466.6661336083282,3314.6617256429645
67.72673795602006,,1062.019994534533,2124.620286448388,3318.4234064196357
68.29950234671821,ɔ,542.9759124446072,1361.944375566093,2608.104106011777
82.23323810497382,,472.25637516725965,1523.6078016047543,2587.2175036731464
96.14228637465122,ɔ,638.9470161345301,1208.0465659700596,2815.6207127485623
96.25803034437686,,442.87123251272374,1053.9939794204518,2554.036512842526
96.39593805298614,ɔ,575.5503370003432,1058.572292404536,3100.4649990870635
96.78802919697857,,1149.0174333277137,1941.9598565507151,3617.980116986254
97.1623893498641,ɔ,564.0485702867077,1353.801104360274,2869.4253474412053
97.2830585948972,,440.55530296955817,1046.2416460170841,2650.3216667684324
97.42145883103723,ɔ,506.13078830080616,1073.562589795789,1705.139101680647
97.73226508572029,,371.57974185349724,1392.632671802488,2600.9090796953697
98.0262638384166,ɔ,527.6785218053265,1279.7860397468583,3023.556764508006
98.15958488439578,,337.044783579736,1150.038088809212,2721.768772983983
98.30886690066825,ɔ,533.7505378377582,1038.8335864270132,2650.791885263435
119.6554216208196,,540.7682571384786,1768.6584765767825,2990.9843477996806
140.98506109858684,o,459.3078787383712,1147.872664469964,2398.900940537613
141.11139441022354,,343.45960406132974,1052.4186820811842,2686.561401549687
141.23948235118854,o,365.8996757848239,1287.5602362777743,2647.98793457205
141.59183681854898,,719.8034091492752,1449.1951289308506,2412.087343199484
141.941559341917,o,417.3592863978373,1295.2813600438749,2393.643435414058
142.075788485531,,376.4516337284191,1262.7069468459988,2636.374987466738
142.20475374116015,o,367.77574273213594,1062.4829740010466,2548.445733070882
164.30434134040902,,1139.609121297167,2358.3826229536335,2955.664052867461
186.4299685389382,o,476.8988025018783,1606.2676178576532,2523.0223272290496
186.60048982438303,,436.5974381185395,1753.1850247734144,2594.655079000673
186.76016523301513,o,661.3079994543762,1805.455338400741,2722.347573309447
187.23998688341584,,1312.3545909456964,2508.165348439791,3144.908318327399
187.72620937914868,o,339.40758768026546,750.6242577921347,2352.7062273936044
187.8884299798804,,333.3044704605495,427.8303147334703,2093.5539072643614
188.04172100625993,o,314.461999852669,741.4005939496799,2270.904410633648
188.41690537213242,,399.65994791108295,1650.0440997676749,2588.09707741799
188.78595559456164,o,299.90028338432467,857.8670814875923,2386.1589266103433
188.91960287441265,,385.14240386934875,664.400074229674,2368.5012257931307
189.05270687263828,o,317.9460480418461,2194.5398179162157,3551.8642672847473
193.2588088773752,,1113.922582052284,1154.4199342226766,2282.3499613713884
197.46083431239822,ɔ,574.090250553021,1198.8646321196966,3377.611200122196
197.57695446779047,,529.9107868021811,1247.5238223394824,2309.8677177845548
197.69823551897798,a,672.8121799755243,1412.5344850562867,2645.3770522856234
198.1845473498762,,636.1674985164866,1672.65366703827,2443.9426432846763
198.67946067376644,ɔ,576.2783856831969,1165.08794489843,2537.528795098023
198.79558082915872,,631.5319648104547,1196.2511818291327,2170.5885972463093
198.90137919296058,a,640.0635180727621,1468.7665865315087,2744.353844363007
199.29403950756102,,243.40990702835654,1700.654389296787,2482.9560530113135
199.6899167008426,ɔ,551.2616946192351,1137.2360350016295,2376.0592475207895
199.80298803073137,,254.47241263004872,1019.4913907434222,2318.1407625195106
199.9211526637683,a,685.4775594064331,1474.5513351514037,2618.66377360394
221.85295580765123,,1177.4599651078722,2155.5220413100665,3251.6757985027757
243.7688353906874,a,788.9446702086201,1063.3157484759172,1936.5210162912263
243.87056486506177,,836.2340807274613,1685.192284896914,3201.431381849843
243.99250981190798,a,766.9168734248722,1597.7539057582474,2729.468684801864
271.0161338369471,,1060.2101755454723,2035.1183857245405,2823.661663671302
298.01619801742584,ɔ,555.515249119444,1035.26093060951,2454.7055651071714
298.11806381158374,,560.8550775044225,1367.3500450279028,2549.7136394977074
298.2251312633157,a,750.9926141582378,1432.7226991105504,2565.895657881551
298.65375583759067,,595.8379477223814,1506.0579897071837,2549.1816352853243
299.0806894286736,ɔ,562.1127237710767,1090.385144274737,2878.5142180176986
299.1998585084709,,630.8575610511665,1083.7684244550483,2786.8192912534696
299.3194930924862,a,658.9248981250382,1418.421914698363,2494.0694557603674
299.68954094158886,,509.546754481548,1393.039265474541,2867.3315491374933
300.06335546604294,ɔ,581.9351427291568,1109.4194542520097,2898.6379868252516
300.1783598821498,,854.9573195160133,2104.8729367927117,3267.375095139798
300.2940252431768,a,728.8366409910695,1454.7110403011995,2399.3416214571403
338.12669821767474,,937.2427919574475,2024.2975188149562,3092.474715489938
