time,phoneme,F1,F2,F3
4.349782312925154,,262.31638931753946,1518.6467455150323,2623.366711120112
8.747912587250497,ɩ,330.04422732932596,719.5034768598995,2507.965918312242
8.868662095670555,,246.64075839786398,1450.1235814720737,2705.9150440589865
8.989823868234414,ɔ,326.7971884562741,1041.7412787456578,2642.842311234003
9.429074359814358,,822.479826593121,1683.0480793002362,2564.270423368721
9.872224709861662,ɩ,322.17051382724776,2442.3230868129317,3010.4844449723137
9.986204471451064,,256.73082651735456,1726.7178838096575,2668.2177168913518
10.099239539757592,ɔ,309.15796173435876,1061.3065944632338,2372.8016223064496
10.44525977816819,,1070.2539691507948,1673.002377790607,2636.6086687851584
10.794561708915587,ɩ,310.02792942114047,2415.2253118718577,3141.497640070035
10.913833634743401,,214.97498120115802,1700.7848422568268,2563.8729329739144
11.022435955273203,ɔ,323.81610859937837,935.6745383682762,2411.737031647264
19.52250048507453,,323.03837401313564,1139.9335215877425,2555.7256407140508
28.03083024250121,i,272.2410464980483,787.497342919819,2518.514123800016
28.155639797089666,,283.24060478484427,988.0726404944289,2365.9793210202024
28.27102976265258,u,253.12735095637126,1056.8837719987978,2204.5598038246603
28.702883752434985,,1144.5597018586886,1906.353667131142,3124.7026748965804
29.136521204847476,i,261.3694343717388,902.1663410743763,2417.8193972882978
29.25997435905751,,263.7291564011257,1064.2725308054141,2679.371391468108
29.379289153381063,u,275.24180665795194,1015.7229309320396,2627.9078824373432
29.755835999171033,,1231.2273795913945,2139.7644127837157,3151.858377510249
30.126313658962893,i,268.0967067546919,915.2602156677647,2467.020546569289
30.2423297346488,,255.9150240288616,1022.0039716574889,2636.77558840461
30.354995407307264,u,301.0420003586774,1074.219025246118,2504.06717594184
52.25497933162137,,1048.1222385608585,1938.5957788236522,3207.070637937273
74.18650728772354,ɩ,309.9568540378055,1911.0555892654204,2514.3917820298884
74.30362797797899,,346.8115551662482,1962.0709380531623,2779.3041775957695
74.41062958403386,ɩ,331.2898516506477,1949.3514834718994,2697.7417539164157
74.86550889377841,,986.5212727736009,2016.9561640031654,2636.8843729329406
75.32779838630444,ɩ,323.5658831843695,2373.057780357378,3023.66686587048
75.43408347088342,,285.9975833492756,917.4746457688297,2445.878846572234
75.53160392197141,ɩ,288.3635835128343,1350.9649347638174,2483.030039298939
75.92531883739241,,1038.712697159886,1904.1120864494462,2797.642166691067
76.33029959954946,i,303.87110983286465,1703.914288966283,2452.178757867187
76.4485670523404,,253.32654662421191,1291.2692936975243,2445.606056282032
76.54608750342837,i,264.6691352220291,1740.1501427010726,2439.2939559560127
97.98382005063746,,1458.8934495306385,2153.019627661821,2878.6312812860497
119.42432747315401,o,396.48852998775436,858.1244061550536,2380.448499863482
119.536327473154,,406.93240676501875,901.9679280830112,1962.7282762060672
119.64960880522591,i,269.25219073434585,1209.125183649781,2442.2988912338337
119.74392068261474,,268.9705808816328,1087.7907153215792,2571.3456491384695
119.82962047296479,i,311.4495902780464,1000.8254756412932,2347.1620295012494
120.27245902736404,,905.8825164265599,1681.3675355662638,2583.399529878473
120.72219296719375,o,343.4256679280305,821.3218751247484,1940.2708324086223
120.84138462963462,,398.10591635321873,1159.28768596184,2034.6590544551066
120.95466596170652,i,266.1327150484807,1292.2461258045198,2385.668199359082
121.04430597230254,,264.98833312922534,1082.107150083602,2416.694113834927
121.13493103796006,i,307.9762361294099,982.1107741269886,2418.6605380110404
121.55986170513131,,991.3899637998687,1897.0120020154789,2685.619653180385
121.98417671288912,o,340.0060056631868,826.9381575307618,2188.506218379422
122.0952223075911,,438.49552740277943,1005.7708929633296,2062.978554226013
122.20723756586924,i,262.5871809130437,1251.945297059911,2356.0333505023887
122.29495364079827,,265.5905544241294,1166.3195642350204,2607.330772197403
122.38203866482854,i,316.0062165670228,1015.4162757296083,2460.318956570935
143.87236422320132,,866.8573979007375,1938.039784713807,2460.7960333907586
165.36502008999412,i,286.66288961209256,1740.2088291496468,2750.904515868727
165.48377159349457,,300.3266275311578,1835.3439730168254,2576.54187140929
165.5973299723025,i,251.03281445330046,687.7134743434781,2391.6580026236797
165.6841687325674,,253.3412075490458,1023.5848824343901,2618.7935051985355
165.767190404469,i,281.45753205620997,885.9471694629312,2452.346840645341
166.19760014070363,,248.70200975946068,1282.1141724067718,1937.9376785572947
166.6284021993602,i,260.5574532010972,1180.6722656985053,2493.276315889188
166.7433071726809,,266.9268951546012,1695.0888977271811,2302.063202626124
166.86640827239705,i,249.0305152891109,926.031508155999,2506.632768299919
166.9551555768436,,255.31946345911516,1039.007457976493,2596.103887918119
167.04008579292685,i,271.6936162653646,588.246554466718,2409.654399417752
167.4124267692879,,293.2185797846432,1531.2152942600173,2356.6558304014316
167.78593791464283,i,316.05811772417144,2442.5914713125676,2896.896056530701
167.89394466051453,,291.1294093786878,1535.0782553228098,2501.9506895960094
167.9983567035724,i,263.30280616490495,2433.6046525328193,3081.9785969330355
168.0914966877092,,256.4300855662787,1063.1816555962391,2551.6481801612144
168.19130231710272,i,204.2051034760569,1116.2712703712766,2497.3685541246064
179.05016233296593,,358.09957963609486,1779.5108387115001,2310.874914445356
189.90443411156457,o,586.3887948672116,1228.6245126095557,1613.9694928739266
190.02663399198082,,550.1596368808424,1417.4573682089344,2826.95643933562
190.1553068093886,o,524.3135902904096,1209.3404069598487,1457.1665637762912
190.75568404609623,,372.4626455131763,1164.633115339137,2075.0747572196024
191.3533523813848,o,495.60325322219074,1191.0432430586031,1456.0692368988282
191.86589713363134,,305.2418678038582,1259.7622377040163,2154.4846574686403
192.37426753012068,o,481.08411476495,1082.1649467783943,1785.9183646744668
215.21099862423176,,440.05502898711916,1431.6067737859437,2183.919465589076
238.05445906066583,ɩ,293.2019449615365,971.6091851805129,2393.1534578271617
238.17198844269043,,251.26630757961132,1830.8780446637318,2750.6554207712047
238.30155396624767,ɔ,481.8903313578146,1216.6743199441903,1265.8912932253108
238.68689884420417,,357.7692414022418,1455.1042684307686,2337.467911951305
239.0517114807226,ɩ,322.41971827530637,1894.4552860420958,2645.6070723484772
239.17298425725997,,266.13618595534575,1672.3840410238258,2815.691486861259
239.3155646258503,ɔ,460.6534080884218,1079.1340552659137,2200.2792092737545
239.67304929567055,,890.1793878261013,1793.635805467323,2570.3207485963403
239.99115676965351,ɩ,276.0198955511223,2061.952141671057,2565.7386040733013
240.08167209983327,,352.168149034988,1815.5621874991896,3007.8768997336047
240.2155646258503,ɔ,419.1889759447307,1125.8688324675923,1991.3484645665203
250.5208696809118,,1265.65077034714,2363.0691436231805,3505.1000815474695
260.78683010929404,ʋ,354.720528070387,988.8318691856318,2660.3868330189484
260.8628794383385,,90.58505753412592,969.1027358969865,2227.3283589133325
260.96756462585034,ɔ,536.403981892331,1073.0544760223409,1678.284702328345
261.0619221267018,,383.9364826499729,1139.8920953144188,2883.991422544807
261.1417269781682,ɩ,296.9129675966746,755.2693926523909,2417.793483280714
261.5066594829932,,409.3472292051986,1705.2218724336738,2603.201787562208
261.8664358402307,ʋ,296.64615121636933,954.1017848312914,2425.944494981673
261.9437318795873,,218.30394777047985,1517.1642726067819,2482.0720127750537
262.02484500730725,ɔ,542.7599908429623,1285.3030182953,2817.9722920842
262.12695212102534,,409.7511778316951,882.002835028046,1419.8725723129837
262.2376476835608,ɩ,335.76374269991095,819.7334772521637,2386.131361004645
262.56676689637266,,273.5530532481106,1103.379890443909,2035.246769557539
262.87768343911597,ʋ,322.84276481838623,1133.9538259195062,2673.559133057551
262.9540176639075,,287.31763955730503,1202.5625599817745,2161.4836074927816
263.050818311288,ɔ,507.0930656176839,1274.304104068731,1607.6826485544477
263.1443000793298,,341.54466227422904,924.3003063143659,2262.777752808251
263.21786857133895,ɩ,330.2313548820869,876.7558591236476,2425.103709258979
288.5945223034423,,373.3700637253356,957.8131916347525,2501.165836587327
313.993566136541,o,534.8586464895086,1238.9100776406872,2253.869184456063
314.084899210524,,331.0181470545799,1479.5353360469837,2444.252095016378
314.1656121596252,e,345.58633879435365,1549.5493676467222,2385.4998801217675
314.6106150190386,,1207.0902808322855,1768.7429549220662,2489.9894973851938
315.0641139783574,o,572.163112399785,1155.960653934381,2326.652714772964
315.16252713559487,,318.92901976637006,1533.7404052242098,1643.704121561756
315.2545682179033,e,407.1801709388535,1964.5208963866041,2356.4756167336104
338.27349210059015,,1051.1636021027794,1092.8345013054989,2154.188716805019
361.3004965130783,ɩ,365.88807809570017,580.2191489565028,2454.3229687768976
361.4149168150651,,277.6192124664157,1160.6336531244863,2369.5021748093022
361.528429019417,ɔ,590.2252934058446,1216.321378795654,2339.2867193521056
361.60652541601115,,347.31069087043994,1149.0190326880672,1694.2188306047149
361.67190844571786,ɩ,395.22007407357324,1463.236252392222,2483.076467642424
362.1580822932108,,739.1919229650616,1751.7983712771238,2586.7022169825827
362.64907778081727,ɩ,368.8651732900017,1413.6691042762384,2169.0354244836803
362.75469825839525,,255.85363488401813,1184.5311142461057,2150.390975380736
362.87002665801685,ɔ,556.8495103776573,1316.957724683354,2389.7659819439646
362.95902022622874,,436.93145535938663,1713.8846646169557,2565.030894844314
363.0380247204577,ɩ,349.871576638617,1666.0283630590739,2598.752063750228
