4000	1663.1496	1718.5233	1277.2306	1643.2188	1454.7015	1419.9426	1428.5677	1485.7148	1474.1924	1474.5217	1464.2260	1238.3668	1362.4425	1189.0586	1423.8912	1449.9064	1324.2407	1496.4678	
4100	1665.8882	1721.8156	1491.3456	1669.0777	1456.7385	1417.7440	1425.8456	1478.8413	1474.1529	1476.7527	1465.3374	1343.6712	1420.9892	1249.7796	1425.3644	1453.0760	1512.1531	1495.7881	
4200	1669.5913	1724.2670	1685.0870	1707.4298	1455.7475	1411.6502	1418.9903	1468.7391	1474.2273	1476.4076	1467.1891	1452.9548	1432.7456	1420.4374	1426.7174	1458.3836	1565.7559	1487.6294	
4300	1676.4017	1722.5308	1688.8780	1709.8101	1449.1614	1402.9433	1413.0642	1460.1508	1472.7596	1470.7682	1465.8478	1452.9477	1430.2049	1419.8809	1427.2080	1462.9237	1573.6572	1473.7291	
4400	1682.6900	1724.3728	1692.4411	1708.1532	1438.8316	1396.0259	1409.0729	1454.7646	1469.5643	1457.8093	1457.8943	1453.4627	1426.3058	1417.6988	1424.8336	1465.7554	1575.4223	1461.5501	
4500	1688.2198	1730.6586	1699.8061	1702.2980	1429.0456	1392.4485	1409.7898	1453.1880	1464.6249	1441.9032	1442.8135	1453.1104	1422.4031	1414.2978	1419.4837	1467.6535	1573.4483	1455.5121	
4600	1698.0299	1738.0224	1707.0774	1694.9928	1423.6177	1393.5545	1413.6624	1454.8511	1459.3084	1428.9454	1427.8667	1451.7005	1419.5057	1411.4637	1410.0231	1470.1971	1566.8212	1454.5107	
4700	1706.8029	1744.2732	1700.1629	1689.6110	1423.2494	1397.8704	1421.0650	1457.8968	1454.4881	1422.5392	1420.1732	1449.0475	1418.1814	1407.1599	1399.9663	1473.7186	1557.4674	1456.2391	
4800	1708.9015	1750.1919	1648.5501	1688.4360	1425.9697	1403.7865	1429.3295	1462.2778	1451.7943	1420.9307	1416.0743	1446.6793	1418.8224	1404.6549	1394.9778	1478.2720	1548.6400	1459.6108	
4900	1709.1512	1751.3471	1626.4068	1690.9985	1433.1418	1411.3449	1438.9605	1467.2870	1452.1530	1422.3488	1416.0812	1447.3751	1427.5475	1406.5005	1390.8700	1484.7342	1543.5649	1464.2613	
5000	1649.2545	1744.6691	1601.0411	1700.2895	1439.4389	1421.0386	1448.6475	1474.4896	1454.2520	1443.0911	1425.3179	1448.2327	1433.9411	1405.9450	1400.6361	1490.8011	1541.4325	1469.5310	
5100	1638.6560	1673.2952	1593.9519	1710.8205	1450.2625	1433.8589	1458.6669	1489.8464	1459.7036	1469.2779	1437.2806	1445.5613	1440.3391	1413.0575	1403.9456	1497.7231	1543.2845	1476.3112	
5200	1634.3848	1697.8845	1608.4468	1725.6119	1460.8843	1449.7092	1477.2744	1536.9037	1465.4373	1490.5112	1456.2730	1437.7963	1448.0049	1414.5619	1411.5399	1501.3043	1549.0162	1482.9169	
5300	1642.1882	1719.2924	1654.1755	1741.7094	1472.8430	1472.2897	1490.6976	1584.4174	1475.4383	1497.8937	1480.5517	1433.3013	1450.2651	1415.2073	1419.2034	1530.4187	1556.9831	1489.6592	
5400	1674.5810	1735.6881	1717.7411	1758.1371	1491.9038	1504.7937	1512.4168	1636.3774	1484.5438	1500.0569	1515.7783	1434.4981	1455.2648	1417.3880	1425.6247	1552.3929	1568.6182	1507.1383	
5500	1711.8461	1684.2456	1759.2204	1781.4477	1519.3119	1557.7284	1538.2396	1671.0855	1490.4613	1503.5684	1551.9275	1443.1614	1459.4440	1420.9631	1434.0635	1655.0301	1582.5461	1576.5215	
5600	1730.0664	1755.0173	1790.2648	1793.6990	1549.2958	1578.2146	1562.3722	1693.3893	1495.6474	1508.1280	1573.1567	1455.5979	1469.4858	1427.4636	1443.3570	1665.6978	1604.1745	1646.9377	
5700	1741.0336	1786.0393	1809.6895	1803.7674	1584.1743	1589.3270	1573.4034	1700.9280	1500.8316	1516.2161	1594.4735	1471.3176	1481.2855	1434.3015	1451.1170	1675.3246	1623.0405	1685.8351	
5800	1759.6626	1797.2302	1907.5331	1813.8322	1624.7632	1595.9601	1580.2619	1699.7102	1507.2600	1527.3226	1609.9558	1491.7065	1500.0437	1443.9938	1458.5984	1675.6250	1642.7664	1717.6152	
5900	1781.4049	1810.6266	1917.9450	1822.7733	1619.9172	1605.2887	1582.1582	1712.0079	1513.6014	1542.0874	1619.7324	1521.3635	1519.3583	1457.7913	1471.5411	1661.6072	1646.8089	1767.9445	
6000	1801.7670	1819.1112	1924.0503	1831.2375	1710.7348	1615.1613	1585.8662	1686.6090	1529.8590	1560.1762	1634.0558	1542.0841	1567.5612	1473.6406	1488.7737	1648.9760	1637.7988	1757.6570	
