vowel,duration,word,num_syl,syl_in_word,part_of_speech,part_of_word,first,final,nasal
a,0.11004912015135915,ba,1,1,V,root,no,yes,not nasal
a,0.13205894418163666,ba,1,1,V,root,no,yes,not nasal
a,0.13513239017885326, gba  ,1,1,V,root,no,yes,not nasal
a,0.12568140089229018, gba,1,1,V,root,no,yes,not nasal
a,0.0901111930925822, gba  ,1,1,V,root,no,yes,not nasal
aa,0.12405537180700321, baali  ,1,2,V,root,no,no,not nasal
i,0.07061613472086492, baali,2,2,V,root,no,yes,not nasal
aa,0.13947869250085887, baali  ,1,2,V,root,no,no,not nasal
i,0.07214415129357121, baali,2,2,V,root,no,yes,not nasal
aa,0.13601954080655787, baali  ,1,2,V,root,no,no,not nasal
i,0.08194636748612538, baali,2,2,V,root,no,yes,not nasal
a,0.08235105187497993, bali  ,1,2,DEM,root,no,no,not nasal
i,0.05451407659330698, bali,2,2,DEM,root,no,yes,not nasal
a,0.10438865730628777, bali  ,1,2,DEM,root,no,no,not nasal
i,0.08351092584501885, bali,2,2,DEM,root,no,yes,not nasal
a,0.11598739700701799, bali  ,1,2,DEM,root,no,no,not nasal
i,0.0695924382042108, bali,2,2,DEM,root,no,yes,not nasal
a,0.1200535856197007, malɩ  ,1,2,V,root,no,no,not nasal
ɩ,0.08643858164617768, malɩ,2,2,V,root,no,yes,not nasal
a,0.12725680075686796, malɩ  ,1,2,V,root,no,no,not nasal
ɩ,0.07683429479658344, malɩ,2,2,V,root,no,yes,not nasal
a,0.10703238902556222, lalɩ  ,1,2,V,root,no,no,not nasal
ɩ,0.08246757842954366, lalɩ,2,2,V,root,no,yes,not nasal
a,0.11426638713339798, lalɩ  ,1,2,V,root,no,no,not nasal
ɩ,0.08927061494796362, lalɩ,2,2,V,root,no,yes,not nasal
a,0.12676427322611517, lalɩ  ,1,2,V,root,no,no,not nasal
ɩ,0.05534778126769879, lalɩ,2,2,V,root,no,yes,not nasal
ɔ,0.13686108760640536,bɔ,1,1,V,root,no,yes,not nasal
ɔ,0.14646537445605645,bɔ,1,1,V,root,no,yes,not nasal
ɔ,0.12005358561964385,bɔ,1,1,V,root,no,yes,not nasal
u,0.09795141267738927,bu,1,1,V,root,no,yes,not nasal
o,0.11118809006620722,bo,1,1,V,root,no,yes,not nasal
o,0.08188270198678538, boli  ,1,2,N,root,no,no,not nasal
i,0.09481154966886152, boli,2,2,N,root,no,yes,not nasal
o,0.11054164768211194, boli  ,1,2,N,root,no,no,not nasal
i,0.0853303947019981, boli,2,2,N,root,no,yes,not nasal
o,0.1260562649006829, boli  ,1,2,N,root,no,no,not nasal
i,0.08339106754965542, boli,2,2,N,root,no,yes,not nasal
ɔ,0.08920904900662663, ɔdʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.09558112393568763, ɔdʋn,2,2,N,root,no,no,nasal
ɔ,0.08841334191112082, ɔdʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.0679687992431468, ɔdʋn,2,2,N,root,no,no,nasal
ɔ,0.10416529195833846, ɔdʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.07646489914856147, ɔdʋn,2,2,N,root,no,no,nasal
ɔ,0.07719958524131698, ɔjaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.0748026187322921, ɔjaŋ,2,2,N,root,no,no,nasal
ɔ,0.08095449612108041, ɔjaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.08810086206244705, ɔjaŋ,2,2,N,root,no,no,nasal
ɔ,0.08926589820242725, ɔjaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.07812717956483084, ɔjaŋ,2,2,N,root,no,no,nasal
i,0.099376245222345, ijaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.1004756162724334, ijaŋ,2,2,N,root,no,no,nasal
i,0.08886614947971339, ijaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.08471473528857132, ijaŋ,2,2,N,root,no,no,nasal
i,0.0807745150426058, ijaŋ  ,1,2,N,pref,yes,no,not nasal
a,0.09062506565749118, ijaŋ,2,2,N,root,no,no,nasal
ɔ,0.0946213782402765, ɔsʋwɔl  ,1,3,N,pref,yes,no,not nasal
ʋ,0.05430116026491305, ɔsʋwɔl,2,3,N,root,no,no,not nasal
ɔ,0.04986841248813789, ɔsʋwɔl  ,3,3,N,root,no,no,not nasal
ɔ,0.09104063576160115, ɔsʋwɔl,1,3,N,pref,yes,no,not nasal
ʋ,0.06242786452224891, ɔsʋwɔl  ,2,3,N,root,no,no,not nasal
ɔ,0.05462438145696069, ɔsʋwɔl,3,3,N,root,no,no,not nasal
ɔ,0.09453450293284504, ɔsʋwɔl,1,3,N,pref,yes,no,not nasal
ʋ,0.06642965070955142, ɔsʋwɔl  ,2,3,N,root,no,no,not nasal
ɔ,0.05748719772941513, ɔsʋwɔl,3,3,N,root,no,no,not nasal
ɩ,0.11461670387888034, ɩsʋwɔl  ,1,3,N,pref,yes,no,not nasal
ʋ,0.08086686395461129, ɩsʋwɔl,2,3,N,root,no,no,not nasal
ɔ,0.06010375023652159, ɩsʋwɔl  ,3,3,N,root,no,no,not nasal
ɩ,0.10990031561021851, ɩsʋwɔl,1,3,N,pref,yes,no,not nasal
ʋ,0.0522848756858707, ɩsʋwɔl  ,2,3,N,root,no,no,not nasal
ɔ,0.0668760037843299, ɩsʋwɔl,3,3,N,root,no,no,not nasal
ɩ,0.09608438070011971, ɩsʋwɔl  ,1,3,N,pref,yes,no,not nasal
ʋ,0.08633084124880952, ɩsʋwɔl,2,3,N,root,no,no,not nasal
ɔ,0.04377338429515021, ɩsʋwɔl  ,3,3,N,root,no,no,not nasal
a,0.09404197540209225, gayuwa,1,3,N,pref,no,no,not nasal
a,0.08883965335860466, gayuwa,2,3,N,root,no,no,not nasal
a,0.08296010596018277, gayuwa  ,3,3,N,root,no,yes,not nasal
u,0.036631735099263096, gujo  ,1,2,N,pref,no,no,not nasal
o,0.06787645033114131, gujo,2,2,N,root,no,yes,not nasal
u,0.04309615894032959, gujo  ,1,2,N,pref,no,no,not nasal
o,0.11097260927158459, gujo,2,2,N,root,no,yes,not nasal
u,0.058179814569484734, gujo  ,1,2,N,pref,no,no,not nasal
o,0.08834712582779503, gujo,2,2,N,root,no,yes,not nasal
i,0.1241169377483402, ijo  ,1,2,N,pref,yes,no,not nasal
o,0.07240154701992196, ijo,2,2,N,root,no,yes,not nasal
i,0.12625623916733275, ijo  ,1,2,N,pref,yes,no,not nasal
o,0.08920904900662663, ijo,2,2,N,root,no,yes,not nasal
i,0.09345709895933396, ijo  ,1,2,N,pref,yes,no,not nasal
o,0.0849609990539193, ijo,2,2,N,root,no,yes,not nasal
ɩ,0.10891015023662476, ɩnʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.09013253812679523, ɩnʋn,2,2,N,root,no,no,nasal
ɩ,0.14535592204356362, ɩnʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.04882179148535215, ɩnʋn,2,2,N,root,no,no,nasal
ɩ,0.13332104597918715, ɩnʋn  ,1,2,N,pref,yes,no,nasal
ʋ,0.067599403595068, ɩnʋn,2,2,N,root,no,no,nasal
i,0.11851443708599163, iyi  ,1,2,N,pref,yes,no,not nasal
i,0.12066924503312748, iyi,2,2,N,root,no,yes,not nasal
i,0.1379077086093048, iyi  ,1,2,N,pref,yes,no,not nasal
i,0.14437213245037128, iyi,2,2,N,root,no,yes,not nasal
i,0.14221732450334912, iyi  ,1,2,N,pref,yes,no,not nasal
i,0.13359809271526046, iyi,2,2,N,root,no,yes,not nasal
i,0.13818475534526442, ipini  ,1,3,N,pref,yes,no,not nasal
i,0.10931032885525838, ipini,2,3,N,root,no,no,nasal
i,0.10724786982018486, ipini  ,3,3,N,root,no,yes,not nasal
i,0.15262196859043797, ipini,1,3,N,pref,yes,no,not nasal
i,0.12168508306524473, ipini  ,2,3,N,root,no,no,nasal
i,0.08456082043517199, ipini,3,3,N,root,no,yes,not nasal
i,0.1196226240302849, ipini,1,3,N,pref,yes,no,not nasal
i,0.09487311561019851, ipini  ,2,3,N,root,no,no,nasal
i,0.08043590236513865, ipini,3,3,N,root,no,yes,not nasal
ɔ,0.07837344333017882, ɔsɔ  ,1,2,N,pref,yes,no,not nasal
ɔ,0.10931032885514469, ɔsɔ,2,2,N,root,no,yes,not nasal
ɔ,0.0763109842951053, ɔsɔ  ,1,2,N,pref,yes,no,not nasal
ɔ,0.10724786982018486, ɔsɔ,2,2,N,root,no,yes,not nasal
ɔ,0.10209906679267533, ɔsɔ  ,1,2,N,pref,yes,no,not nasal
ɔ,0.09487311561019851, ɔsɔ,2,2,N,root,no,yes,not nasal
ɩ,0.11434680189211122, ɩsɔ  ,1,2,N,pref,yes,no,not nasal
ɔ,0.10931032885525838, ɩsɔ,2,2,N,root,no,yes,not nasal
ɩ,0.11166407568578052, ɩsɔ  ,1,2,N,pref,yes,no,not nasal
ɔ,0.11105668722802875, ɩsɔ,2,2,N,root,no,yes,not nasal
ɔ,0.0912407250709748, bʋtɔwɩ  ,2,3,N,root,no,no,not nasal
ɔ,0.10724786982029855, bʋtɔwɩ,2,3,N,root,no,no,not nasal
ɔ,0.07363286584666184, bʋtɔwɩ  ,2,3,N,root,no,no,not nasal
ɩ,0.07162835193946648, bʋtɔwɩ,3,3,N,root,no,yes,not nasal
ʋ,0.03521571844839855, bʋtɔwɩ  ,1,3,N,root,no,no,not nasal
ɔ,0.08003572374639134, bʋtɔwɩ,2,3,N,root,no,no,not nasal
ɩ,0.04802143424785754, bʋtɔwɩ,3,4,N,root,no,no,not nasal
ɩ,0.07553547019847429, ɩbʋtɔwɩ,1,4,N,pref,yes,no,not nasal
ʋ,0.04321929082311726, ɩbʋtɔwɩ  ,2,4,N,root,no,no,not nasal
ɔ,0.07363286584677553, ɩbʋtɔwɩ,3,4,N,root,no,no,not nasal
ɩ,0.08643858164623453, ɩbʋtɔwɩ  ,4,4,N,root,no,yes,not nasal
ɩ,0.061218349290356855, ɩbʋtɔwɩ  ,1,4,N,pref,yes,no,not nasal
ʋ,0.05122286319772229, ɩbʋtɔwɩ,2,4,N,root,no,no,not nasal
ɔ,0.08643858164623453, ɩbʋtɔwɩ  ,3,4,N,root,no,no,not nasal
ɩ,0.04962214872273307, ɩbʋtɔwɩ,4,4,N,root,no,yes,not nasal
o,0.09604286849582877, moli  ,1,2,N,root,no,no,not nasal
i,0.08323715269625609, moli,2,2,N,root,no,yes,not nasal
o,0.09444215402072587, moli  ,1,2,N,root,no,no,not nasal
i,0.06723000794704603, moli,2,2,N,root,no,yes,not nasal
o,0.10724786982029855, moli  ,1,2,N,root,no,no,not nasal
i,0.07363286584666184, moli,2,2,N,root,no,yes,not nasal
i,0.13325050066225685, imoli  ,1,3,N,pref,yes,no,nasal
o,0.10244572639544458, imoli,2,3,N,root,no,no,nasal
i,0.0912407250709748, imoli  ,3,3,N,root,no,yes,nasal
i,0.14726573169343737, imoli,1,3,N,pref,yes,no,nasal
o,0.11365072771991436, imoli  ,2,3,N,root,no,no,nasal
i,0.09604286849571508, imoli,3,3,N,root,no,yes,nasal
i,0.14444835723747929, imoli  ,1,3,N,pref,yes,no,nasal
o,0.08643858164623453, imoli,2,3,N,root,no,no,nasal
a,0.05762572109745179, faca  ,1,2,N,root,no,no,not nasal
a,0.06723000794693235, faca,2,2,N,root,no,yes,not nasal
a,0.0576257210973381, faca  ,1,2,N,root,no,no,not nasal
a,0.09604286849571508, faca,2,2,N,root,no,yes,not nasal
a,0.05931878448438965, faca  ,1,2,N,root,no,no,not nasal
a,0.05208478637655389, faca,2,2,N,root,no,yes,not nasal
